Field of Study,Field of Study 2,Correlation,fos_code,fos2_code,same_broad
39.04 Religious education,13.04 Educational administration and supervision,0.6774147541033498,39,13,different
39.04 Religious education,"13.01 Education, general",0.6643232221268213,39,13,different
39.04 Religious education,"13.13 Teacher education and professional development, specific subject areas",0.6632853930206046,39,13,different
39.04 Religious education,"13.12 Teacher education and professional development, specific levels and methods",0.652130274957543,39,13,different
39.04 Religious education,39.07 Pastoral counselling and specialized ministries,0.6515247935626909,39,39,same
39.04 Religious education,13.15 Teaching assistants/aides,0.6507308614812891,39,13,different
39.04 Religious education,"19.01 Family and consumer sciences/human sciences, general",0.6472160190335425,39,19,different
39.05 Religious music and worship,30.23 Intercultural/multicultural and diversity studies,0.5191713112782943,39,30,different
39.05 Religious music and worship,39.03 Missions/missionary studies and missiology,0.42382005606277057,39,39,same
39.05 Religious music and worship,"13.02 Bilingual, multilingual and multicultural education",0.40735074039641267,39,13,different
39.05 Religious music and worship,39.04 Religious education,0.40308190669083843,39,39,same
39.05 Religious music and worship,"13.99 Education, other",0.39886447116132623,39,13,different
39.05 Religious music and worship,51.37 Energy-based and biologically-based therapies,0.38014664083104016,39,51,different
39.05 Religious music and worship,"51.05 Advanced/graduate dentistry and oral sciences (Cert., MS, MSc, PhD)",0.37799349249713493,39,51,different
39.05 Religious music and worship,"38.00 Philosophy and religious studies, general",0.37432039566089276,39,38,different
39.05 Religious music and worship,39.07 Pastoral counselling and specialized ministries,0.3732022094625277,39,39,same
39.05 Religious music and worship,"50.99 Visual and performing arts, other",0.36776665862709695,39,50,different
39.06 Theological and ministerial studies,"13.01 Education, general",0.8161226967666321,39,13,different
39.06 Theological and ministerial studies,"13.13 Teacher education and professional development, specific subject areas",0.8147298026334899,39,13,different
39.06 Theological and ministerial studies,"24.01 Liberal arts and sciences, general studies and humanities",0.8146740208645613,39,24,different
39.06 Theological and ministerial studies,38.02 Religion/religious studies,0.8076275393314732,39,38,different
39.06 Theological and ministerial studies,50.09 Music,0.7929319362544809,39,50,different
39.06 Theological and ministerial studies,"23.01 English language and literature, general",0.7898908408681636,39,23,different
39.06 Theological and ministerial studies,"13.12 Teacher education and professional development, specific levels and methods",0.7837127747561301,39,13,different
39.06 Theological and ministerial studies,"38.01 Philosophy, logic and ethics",0.7826444197907911,39,38,different
39.06 Theological and ministerial studies,"52.01 Business/commerce, general",0.7797416301470907,39,52,different
39.06 Theological and ministerial studies,"52.02 Business administration, management and operations",0.7764040798003208,39,52,different
39.07 Pastoral counselling and specialized ministries,39.04 Religious education,0.6515247935626909,39,39,same
39.07 Pastoral counselling and specialized ministries,38.02 Religion/religious studies,0.6292554900249913,39,38,different
39.07 Pastoral counselling and specialized ministries,39.06 Theological and ministerial studies,0.620968164859439,39,39,same
39.07 Pastoral counselling and specialized ministries,39.02 Bible/Biblical studies,0.609397651961817,39,39,same
39.07 Pastoral counselling and specialized ministries,13.04 Educational administration and supervision,0.5886382227977773,39,13,different
39.07 Pastoral counselling and specialized ministries,"13.01 Education, general",0.5860133235959841,39,13,different
39.07 Pastoral counselling and specialized ministries,"13.13 Teacher education and professional development, specific subject areas",0.5828392324823636,39,13,different
39.07 Pastoral counselling and specialized ministries,51.15 Mental and social health services and allied professions,0.5809903201098008,39,51,different
39.07 Pastoral counselling and specialized ministries,"38.01 Philosophy, logic and ethics",0.5731190971007675,39,38,different
39.07 Pastoral counselling and specialized ministries,16.17 Second language learning,0.5717809316281874,39,16,different
39.08 Religious institution administration and law,"39.99 Theology and religious vocations, other",0.3821675878698428,39,39,same
39.08 Religious institution administration and law,"38.00 Philosophy and religious studies, general",0.2801446402511123,39,38,different
39.08 Religious institution administration and law,"22.99 Legal professions and studies, other",0.27722704027690215,39,22,different
39.08 Religious institution administration and law,39.05 Religious music and worship,0.26672773326848154,39,39,same
39.08 Religious institution administration and law,30.13 Medieval and renaissance studies,0.24976853666092336,39,30,different
39.08 Religious institution administration and law,"38.99 Philosophy and religious studies, other",0.19848413651569025,39,38,different
39.08 Religious institution administration and law,30.23 Intercultural/multicultural and diversity studies,0.1854570985732517,39,30,different
39.08 Religious institution administration and law,30.43 Geobiology,0.17229855179761105,39,30,different
39.08 Religious institution administration and law,39.03 Missions/missionary studies and missiology,0.16837342817672493,39,39,same
39.08 Religious institution administration and law,38.02 Religion/religious studies,0.16372658929154282,39,38,different
"39.99 Theology and religious vocations, other",39.03 Missions/missionary studies and missiology,0.4758367970245544,39,39,same
"39.99 Theology and religious vocations, other",39.08 Religious institution administration and law,0.3821675878698428,39,39,same
"39.99 Theology and religious vocations, other","13.06 Educational assessment, evaluation and research",0.35580518044998743,39,13,different
"39.99 Theology and religious vocations, other",44.02 Community organization and advocacy,0.3498841077787006,39,44,different
"39.99 Theology and religious vocations, other",30.23 Intercultural/multicultural and diversity studies,0.34712841829360414,39,30,different
"39.99 Theology and religious vocations, other",04.10 Real estate development,0.34558536064644196,39,04,different
"39.99 Theology and religious vocations, other",39.05 Religious music and worship,0.34100277034785065,39,39,same
"39.99 Theology and religious vocations, other",39.07 Pastoral counselling and specialized ministries,0.32701620061655284,39,39,same
"39.99 Theology and religious vocations, other","13.02 Bilingual, multilingual and multicultural education",0.3238024538183075,39,13,different
"39.99 Theology and religious vocations, other",13.07 International and comparative education,0.32202980143183707,39,13,different
54.01 History,45.10 Political science and government,0.9179643359148597,54,45,different
54.01 History,"23.01 English language and literature, general",0.8988472756396007,54,23,different
54.01 History,45.11 Sociology,0.8892474711875908,54,45,different
54.01 History,"24.01 Liberal arts and sciences, general studies and humanities",0.8805169088501279,54,24,different
54.01 History,09.01 Communication and media studies,0.8730788018498558,54,09,different
54.01 History,23.14 English literature,0.8726199424144091,54,23,different
54.01 History,"42.01 Psychology, general",0.8679491034719777,54,42,different
54.01 History,45.06 Economics,0.8634099866574583,54,45,different
54.01 History,"22.01 Law (LLB, JD, BCL)",0.8623697229378186,54,22,different
54.01 History,45.01 General social sciences,0.8592607647766194,54,45,different
"55.01 French language and literature, generalCAN","16.01 Linguistic, comparative and related language studies and services",0.8745983332453636,55,16,different
"55.01 French language and literature, generalCAN","23.01 English language and literature, general",0.8642221231055336,55,23,different
"55.01 French language and literature, generalCAN",23.14 English literature,0.8613489436628565,55,23,different
"55.01 French language and literature, generalCAN",09.01 Communication and media studies,0.8531312006867389,55,09,different
"55.01 French language and literature, generalCAN",05.01 Area studies,0.841947538813471,55,05,different
"55.01 French language and literature, generalCAN",45.11 Sociology,0.8343933232170928,55,45,different
"55.01 French language and literature, generalCAN",45.10 Political science and government,0.8338145010205373,55,45,different
"55.01 French language and literature, generalCAN","24.01 Liberal arts and sciences, general studies and humanities",0.833151757288752,55,24,different
"55.01 French language and literature, generalCAN",09.04 Journalism,0.8324928472890623,55,09,different
"55.01 French language and literature, generalCAN","42.01 Psychology, general",0.8302393041811967,55,42,different
